filename,experiment_id,arm,dataset,backbone,optimizer_seed,pair_seed,config_path,acc_certain,acc_hybrid,bytes,sha256,in_github_release,release_asset,role
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_B1_sync_seed42.pt,ucf101_clip_b32_ptfz_official1_noval_fc__B1_sync,B1_sync,ucf101,clip_b32,42,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc__B1_sync.json,79.64578376949511,78.48268569918055,4042490,22056c92f3a40b5e70ad58304fa7d06076cd4a541c2c9efd3a6c9d9994c0e2b3,True,synccaps-checkpoints-clip.tar,headline
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_B1_sync_seed7.pt,ucf101_clip_b32_ptfz_official1_noval_fc__B1_sync,B1_sync,ucf101,clip_b32,7,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc__B1_sync.json,79.38144329896907,77.79540047581285,4042473,4be509205a91564112a089f57ab3c4f321511b338d13771e3c9f4fc7f783b00b,True,synccaps-checkpoints-clip.tar,headline
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_B4_gram_seed101.pt,ucf101_clip_b32_ptfz_official1_noval_fc__B4_gram,B4_gram,ucf101,clip_b32,101,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc__B4_gram.json,82.4477927570711,81.7340734866508,4042507,d6131d82a87aea8700a60d08bfa291136c72c6a4ab4614fad495858ba84540d2,True,synccaps-checkpoints-clip.tar,headline
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_B4_gram_seed1337.pt,ucf101_clip_b32_ptfz_official1_noval_fc__B4_gram,B4_gram,ucf101,clip_b32,1337,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc__B4_gram.json,82.73856727464974,81.78694158075601,4042524,5b368efa9c2db03df653e04c7b5ff7e36cf46aac0093a4fb610d711df1d2f75e,True,synccaps-checkpoints-clip.tar,headline
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_B4_gram_seed19.pt,ucf101_clip_b32_ptfz_official1_noval_fc__B4_gram,B4_gram,ucf101,clip_b32,19,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc__B4_gram.json,82.81786941580756,82.63283108643932,4042490,a6664262bb976bba2ce9d7f2c6bf171e5b2099c5c16ddf3c9b8a5f759e553152,True,synccaps-checkpoints-clip.tar,headline
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_B4_gram_seed2026.pt,ucf101_clip_b32_ptfz_official1_noval_fc__B4_gram,B4_gram,ucf101,clip_b32,2026,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc__B4_gram.json,82.5006608511763,81.78694158075601,4042524,dbe9e325ce70c89ac162ff8c7c1a656c181577a274d59cc97bad2ba31c0e6104,True,synccaps-checkpoints-clip.tar,headline
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_B4_gram_seed42.pt,ucf101_clip_b32_ptfz_official1_noval_fc__B4_gram,B4_gram,ucf101,clip_b32,42,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc__B4_gram.json,82.39492466296589,81.99841395717684,4042490,bf17aa4da3a065764407f62e91348cd3a1708a5bb686cf31e0191b834e2c2340,True,synccaps-checkpoints-clip.tar,headline
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_B4_gram_seed7.pt,ucf101_clip_b32_ptfz_official1_noval_fc__B4_gram,B4_gram,ucf101,clip_b32,7,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc__B4_gram.json,82.07771609833465,81.7076394395982,4042473,6157c4a2a2ff80f545048c2bd71a406fef2209fbcb8156f24a3415f333101f9a,True,synccaps-checkpoints-clip.tar,headline
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_B4_syncnorm_seed1337.pt,ucf101_clip_b32_ptfz_official1_noval_fc__B4_syncnorm,B4_syncnorm,ucf101,clip_b32,1337,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc__B4_syncnorm.json,82.71213322759714,81.86624372191382,4042720,9ebcd3718b25cab8126bba14c2952a7c0ddbcf754f38bd966edbea320107f55a,True,synccaps-checkpoints-clip.tar,headline
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_B4_syncnorm_seed42.pt,ucf101_clip_b32_ptfz_official1_noval_fc__B4_syncnorm,B4_syncnorm,ucf101,clip_b32,42,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc__B4_syncnorm.json,82.79143536875495,81.89267776896642,4042686,f6ee5da3c9d5f65884d57a5211e46d2f0b3fc8202edd01476c8ce4016d39de44,True,synccaps-checkpoints-clip.tar,headline
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_B4_syncnorm_seed7.pt,ucf101_clip_b32_ptfz_official1_noval_fc__B4_syncnorm,B4_syncnorm,ucf101,clip_b32,7,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc__B4_syncnorm.json,82.4477927570711,81.7076394395982,4042605,6b907de3517deb3f5b76097bf667b033e18b700dd577d2a2971f73742226488d,True,synccaps-checkpoints-clip.tar,headline
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_CB_tsketch_seed101.pt,ucf101_clip_b32_ptfz_official1_noval_fc__CB_tsketch,CB_tsketch,ucf101,clip_b32,101,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc__CB_tsketch.json,82.65926513349193,81.46973301612476,4057335,b19f1fc70933a3007e363efeb90dbdce7f684aa28e122bf3ac2e03cefa9ac614,True,synccaps-checkpoints-clip.tar,headline
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_CB_tsketch_seed1337.pt,ucf101_clip_b32_ptfz_official1_noval_fc__CB_tsketch,CB_tsketch,ucf101,clip_b32,1337,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc__CB_tsketch.json,82.5006608511763,81.65477134549299,4057353,45da48d8d55f4e97df22e125892667ba3b0f465daecbaa6c529e3c21d8a23a06,True,synccaps-checkpoints-clip.tar,headline
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_CB_tsketch_seed19.pt,ucf101_clip_b32_ptfz_official1_noval_fc__CB_tsketch,CB_tsketch,ucf101,clip_b32,19,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc__CB_tsketch.json,82.87073750991277,82.36849061591329,4057253,a230bbcc1397e59f73284dc1f2b8fd1e1f3d695f97d2da2703a410473f08a933,True,synccaps-checkpoints-clip.tar,headline
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_CB_tsketch_seed2026.pt,ucf101_clip_b32_ptfz_official1_noval_fc__CB_tsketch,CB_tsketch,ucf101,clip_b32,2026,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc__CB_tsketch.json,82.07771609833465,81.39043087496695,4057353,3778a729405fd2d4482977f75e9a445bbd7009a2ac9082f5268462d0fc1d450a,True,synccaps-checkpoints-clip.tar,headline
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_CB_tsketch_seed42.pt,ucf101_clip_b32_ptfz_official1_noval_fc__CB_tsketch,CB_tsketch,ucf101,clip_b32,42,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc__CB_tsketch.json,82.4477927570711,81.81337562780861,4057253,6df35a91eb2904579d8abd4e73bf0060b22138370984f999b21827e1c5eb5f8b,True,synccaps-checkpoints-clip.tar,headline
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_CB_tsketch_seed7.pt,ucf101_clip_b32_ptfz_official1_noval_fc__CB_tsketch,CB_tsketch,ucf101,clip_b32,7,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc__CB_tsketch.json,82.13058419243985,81.60190325138778,4057171,aa7d303f0dba0995f3f28103a02273ba8cf55dc764e233ebe2bb650509ce02e4,True,synccaps-checkpoints-clip.tar,headline
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_LR_bilinear_seed1337.pt,ucf101_clip_b32_ptfz_official1_noval_fc__LR_bilinear,LR_bilinear,ucf101,clip_b32,1337,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc__LR_bilinear.json,75.83928099392017,74.38540840602697,4637792,09c35d4921d21182e98c8bf9b3eee0d7650f17cb933b966141c3fbaf89249f37,True,synccaps-checkpoints-clip.tar,headline
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_LR_bilinear_seed42.pt,ucf101_clip_b32_ptfz_official1_noval_fc__LR_bilinear,LR_bilinear,ucf101,clip_b32,42,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc__LR_bilinear.json,73.48665080623844,71.31905894792493,4637758,42faef32c6572634c1ffa482e2abd1f18e13173068e550317636d33a08c93bbf,True,synccaps-checkpoints-clip.tar,headline
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_LR_bilinear_seed7.pt,ucf101_clip_b32_ptfz_official1_noval_fc__LR_bilinear,LR_bilinear,ucf101,clip_b32,7,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc__LR_bilinear.json,75.81284694686757,74.86122125297383,4637677,6aa3e643438a9aa86661663fd7ceac0698b79b4d322b15af14ef4aeb9ca7efc7,True,synccaps-checkpoints-clip.tar,headline
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_R3_route_seed1337.pt,ucf101_clip_b32_ptfz_official1_noval_fc__R3_route,R3_route,ucf101,clip_b32,1337,0,configs/routing/ucf101_clip_b32_ptfz_official1_noval_fc__R3_route.json,84.32461009780597,83.47872059212266,18065424,e853d56a128a1ad31e6831f42fec72e8b8f99ae708d37df633c89f094053b5cc,True,synccaps-checkpoints-routing.tar,headline
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_R3_route_seed42.pt,ucf101_clip_b32_ptfz_official1_noval_fc__R3_route,R3_route,ucf101,clip_b32,42,0,configs/routing/ucf101_clip_b32_ptfz_official1_noval_fc__R3_route.json,84.82685699180544,83.7959291567539,18065334,5f4b4c335ff670d5bbb0847586a76d763ab5059b00cc740a1d7d136b44071dee,True,synccaps-checkpoints-routing.tar,headline
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_R3_route_seed7.pt,ucf101_clip_b32_ptfz_official1_noval_fc__R3_route,R3_route,ucf101,clip_b32,7,0,configs/routing/ucf101_clip_b32_ptfz_official1_noval_fc__R3_route.json,84.4832143801216,83.69019296854349,18065321,ad00459ee873c200ebff45f9a339f7378f8321b7defe01b48964d25f4e2800df,True,synccaps-checkpoints-routing.tar,headline
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005_B4_syncnorm_seed1337.pt,ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__B4_syncnorm,B4_syncnorm,ucf101,clip_b32,1337,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__B4_syncnorm.json,83.13507798043881,82.23632038065027,4043513,9cf47e3241930dc6536fc1542686e35ba2ddd95380ab318f45a70cecfdf42a9a,True,synccaps-checkpoints-clip.tar,supporting
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005_B4_syncnorm_seed42.pt,ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__B4_syncnorm,B4_syncnorm,ucf101,clip_b32,42,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__B4_syncnorm.json,83.58445678033307,82.92360560401798,4043479,50c55bfefe1aeb5bec347967f50a972f82da84b0602aeae709667cd2d026435c,True,synccaps-checkpoints-clip.tar,supporting
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005_B4_syncnorm_seed7.pt,ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__B4_syncnorm,B4_syncnorm,ucf101,clip_b32,7,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__B4_syncnorm.json,82.71213322759714,81.99841395717684,4043462,ba1e5dc217197f2382756b15215ed921a95d31749245396a4900bf1f393cefa4,True,synccaps-checkpoints-clip.tar,supporting
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005_CB_tsketch_seed1337.pt,ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__CB_tsketch,CB_tsketch,ucf101,clip_b32,1337,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__CB_tsketch.json,83.34655035685964,82.15701823949246,4058219,21d6735cf78b1a9a0ad6c6dfb04295af0aaebfcbd33f7d8b22c047c33d513565,True,synccaps-checkpoints-clip.tar,control
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005_CB_tsketch_seed42.pt,ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__CB_tsketch,CB_tsketch,ucf101,clip_b32,42,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__CB_tsketch.json,83.32011630980703,82.63283108643932,4058183,e95041bb27ff701f6e4c84ec4d30b2ab2aaddb13c295ede204d3c2c86ad60a99,True,synccaps-checkpoints-clip.tar,control
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005_CB_tsketch_seed7.pt,ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__CB_tsketch,CB_tsketch,ucf101,clip_b32,7,0,configs/clip/ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__CB_tsketch.json,83.39941845096484,82.28918847475548,4058165,fc6ec5001932c7682046a74b696ba2763b35820a3a029f598e3cf4a98cb309cd,True,synccaps-checkpoints-clip.tar,control
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005_R3_route_seed1337.pt,ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__R3_route,R3_route,ucf101,clip_b32,1337,0,configs/routing/ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__R3_route.json,84.35104414485858,83.55802273328047,18065424,79eb967c02770f6fbb450c0a91cfed60e75f46a9f9d6fa4a4de13749af27a44c,True,synccaps-checkpoints-routing.tar,control
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005_R3_route_seed42.pt,ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__R3_route,R3_route,ucf101,clip_b32,42,0,configs/routing/ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__R3_route.json,84.69468675654242,83.7959291567539,18065334,7cc3c5f20de6513f21bd9f87baa9fa8d59bb694ab0bb4718b6a34d1f06cf5c3c,True,synccaps-checkpoints-routing.tar,control
synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005_R3_route_seed7.pt,ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__R3_route,R3_route,ucf101,clip_b32,7,0,configs/routing/ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__R3_route.json,84.5096484271742,83.7694951097013,18065321,c8eaf63c176a0b763faf757ec1e8026d9b80a7bb31e193d2f04ee3ffa9267668,True,synccaps-checkpoints-routing.tar,control
synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B0_linear_seed1337.pt,ucf101_r18_full_ptfz_official1_noval_fc__B0_linear,B0_linear,ucf101,r18_full,1337,0,configs/resnet18/ucf101_r18_full_ptfz_official1_noval_fc__B0_linear.json,69.7330161247687,61.67063177372456,3841877,6255543754b9c7fccb95871d5a9a2291a0e465003598d744b4b94de6a0376f0e,True,synccaps-checkpoints-resnet18.tar,supporting
synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B0_linear_seed42.pt,ucf101_r18_full_ptfz_official1_noval_fc__B0_linear,B0_linear,ucf101,r18_full,42,0,configs/resnet18/ucf101_r18_full_ptfz_official1_noval_fc__B0_linear.json,68.51704996034893,61.03621464446207,3841721,4accfd55812bc4c5bb072b578d2eedbdcf6c218185e04aef665034d38f6ba751,True,synccaps-checkpoints-resnet18.tar,supporting
synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B0_linear_seed7.pt,ucf101_r18_full_ptfz_official1_noval_fc__B0_linear,B0_linear,ucf101,r18_full,7,0,configs/resnet18/ucf101_r18_full_ptfz_official1_noval_fc__B0_linear.json,69.41580756013745,62.516521279407876,3841707,ce0eb41e26f27a064970825920ea4a10efbfd7cd0ca81bf6a496a06f763e99c2,True,synccaps-checkpoints-resnet18.tar,supporting
synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B1_sync_seed1337.pt,ucf101_r18_full_ptfz_official1_noval_fc__B1_sync,B1_sync,ucf101,r18_full,1337,0,configs/resnet18/ucf101_r18_full_ptfz_official1_noval_fc__B1_sync.json,72.29711868887127,69.99735659529473,3780380,9826f0831fdd324edb4925f16cbc3d92b167dc972046d49eeec987b2f5d0459f,True,synccaps-checkpoints-resnet18.tar,supporting
synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B1_sync_seed42.pt,ucf101_r18_full_ptfz_official1_noval_fc__B1_sync,B1_sync,ucf101,r18_full,42,0,configs/resnet18/ucf101_r18_full_ptfz_official1_noval_fc__B1_sync.json,71.00185038329369,69.41580756013745,3780346,6808c11e7a409724f5df29db3b9413a09c46a8aa0203c1ae78d7b84893c14f11,True,synccaps-checkpoints-resnet18.tar,supporting
synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B1_sync_seed7.pt,ucf101_r18_full_ptfz_official1_noval_fc__B1_sync,B1_sync,ucf101,r18_full,7,0,configs/resnet18/ucf101_r18_full_ptfz_official1_noval_fc__B1_sync.json,70.92254824213587,69.7330161247687,3780329,ed0e6440ef73ae3c8bd874db575244f025c822ead3bae776a9a586caa8c964c1,True,synccaps-checkpoints-resnet18.tar,supporting
synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B4_syncnorm_seed1337.pt,ucf101_r18_full_ptfz_official1_noval_fc__B4_syncnorm,B4_syncnorm,ucf101,r18_full,1337,0,configs/resnet18/ucf101_r18_full_ptfz_official1_noval_fc__B4_syncnorm.json,71.31905894792493,71.1340206185567,3780576,a3e65ee0a8f66bcb2257f8cdd76fe66a8240bb9f06982730b9181c6f37e639b1,True,synccaps-checkpoints-resnet18.tar,supporting
synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B4_syncnorm_seed42.pt,ucf101_r18_full_ptfz_official1_noval_fc__B4_syncnorm,B4_syncnorm,ucf101,r18_full,42,0,configs/resnet18/ucf101_r18_full_ptfz_official1_noval_fc__B4_syncnorm.json,71.26619085381972,70.71107586571505,3780542,e251254fb3c3e7920a696fe9c1b27f2a335748f2e154267dae5728208243e029,True,synccaps-checkpoints-resnet18.tar,supporting
synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B4_syncnorm_seed7.pt,ucf101_r18_full_ptfz_official1_noval_fc__B4_syncnorm,B4_syncnorm,ucf101,r18_full,7,0,configs/resnet18/ucf101_r18_full_ptfz_official1_noval_fc__B4_syncnorm.json,71.76843774781919,71.37192704203014,3780461,ddd2430f12b0867e97d9247410ee918fdee89c9d142fe2195842d17216d69856,True,synccaps-checkpoints-resnet18.tar,supporting
synccaps_ucf101_r50_full_ptfz_official1_noval_fc_B0_linear_seed1337.pt,ucf101_r50_full_ptfz_official1_noval_fc__B0_linear,B0_linear,ucf101,r50_full,1337,0,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc__B0_linear.json,73.43378271213322,66.34945810203541,5414741,c18be53e2d029d366fe2e1a3d218523c0ebcc495596afcda51facbb402b57010,True,synccaps-checkpoints-resnet18.tar,supporting
synccaps_ucf101_r50_full_ptfz_official1_noval_fc_B0_linear_seed42.pt,ucf101_r50_full_ptfz_official1_noval_fc__B0_linear,B0_linear,ucf101,r50_full,42,0,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc__B0_linear.json,72.48215701823949,66.32302405498281,5414585,865453dd9c43b1ba413ff7a0c3d421fa91dd6cebb5aafc30b17ad6ec34ef8030,True,synccaps-checkpoints-resnet18.tar,supporting
synccaps_ucf101_r50_full_ptfz_official1_noval_fc_B0_linear_seed7.pt,ucf101_r50_full_ptfz_official1_noval_fc__B0_linear,B0_linear,ucf101,r50_full,7,0,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc__B0_linear.json,74.06819984139572,65.39783240814168,5414571,2fbcb1cc7f70631d2ff03d6a565804b1044331dd58a99ad9e9b6f49c487594e1,True,synccaps-checkpoints-resnet18.tar,supporting
synccaps_ucf101_r50_full_ptfz_official1_noval_fc_B1_sync_seed1337.pt,ucf101_r50_full_ptfz_official1_noval_fc__B1_sync,B1_sync,ucf101,r50_full,1337,0,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc__B1_sync.json,71.90060798308221,70.20882897171556,5353244,032b2fd16282e73afb6abc90c8c7c99b8ef98b7923f34f6da82ee91a2598f7e1,True,synccaps-checkpoints-resnet18.tar,supporting
