experiment_id,result_batch_id,config_path,dataset,backbone,arm,family,split,optimizer_seed,pair_seed,n_synch,n_self,exclude_self,lr,single_view_acc_certain,single_view_acc_final,single_view_acc_hybrid,mean_exit_tick,best_val,epoch_selection,checkpoint,checkpoint_present,status,exit_code,three_clip_acc_certain,three_clip_acc_final,three_clip_acc_hybrid,three_clip_mean_exit_tick,multiclip_n_views,single_view_drift
ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__R3_route,ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__R3_route#synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005_R3_route.json,configs/routing/ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__R3_route.json,ucf101,clip_b32,R3_route,routing,_official1_noval,42,0,2048,64,False,0.0005,84.69468675654242,84.74755485064763,83.7959291567539,13.969600845889506,0.0,final epoch (no validation set),synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005_R3_route_seed42.pt,True,completed,0,,,,,,
ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__R3_route,ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__R3_route#synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005_R3_route.json,configs/routing/ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__R3_route.json,ucf101,clip_b32,R3_route,routing,_official1_noval,1337,0,2048,64,False,0.0005,84.35104414485858,84.35104414485858,83.55802273328047,13.96669310071372,0.0,final epoch (no validation set),synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005_R3_route_seed1337.pt,True,completed,0,,,,,,
ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__R3_route,ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__R3_route#synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005_R3_route.json,configs/routing/ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005__R3_route.json,ucf101,clip_b32,R3_route,routing,_official1_noval,7,0,2048,64,False,0.0005,84.5096484271742,84.5360824742268,83.7694951097013,13.9746233148295,0.0,final epoch (no validation set),synccaps_ucf101_clip_b32_ptfz_official1_noval_fc_lr0.0005_R3_route_seed7.pt,True,completed,0,,,,,,
ucf101_r18_full_ptfz_official1_noval_fc__B0_linear,ucf101_r18_full_ptfz_official1_noval_fc__B0_linear#synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r18_full_ptfz_official1_noval_fc__B0_linear.json,ucf101,r18_full,B0_linear,resnet18,_official1_noval,42,0,2048,64,False,0.001,68.51704996034893,62.17287866772403,61.03621464446207,1.0748083531588686,0.0,final epoch (no validation set),synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B0_linear_seed42.pt,True,completed,0,70.28813111287337,66.87813904308749,67.40681998413957,1.1636267512556173,3,0.0
ucf101_r18_full_ptfz_official1_noval_fc__B0_linear,ucf101_r18_full_ptfz_official1_noval_fc__B0_linear#synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r18_full_ptfz_official1_noval_fc__B0_linear.json,ucf101,r18_full,B0_linear,resnet18,_official1_noval,1337,0,2048,64,False,0.001,69.7330161247687,62.6751255617235,61.67063177372456,1.0956912503304257,0.0,final epoch (no validation set),synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B0_linear_seed1337.pt,True,completed,0,71.37192704203014,66.71953476077186,68.09410520750727,1.18345228654507,3,0.0
ucf101_r18_full_ptfz_official1_noval_fc__B0_linear,ucf101_r18_full_ptfz_official1_noval_fc__B0_linear#synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r18_full_ptfz_official1_noval_fc__B0_linear.json,ucf101,r18_full,B0_linear,resnet18,_official1_noval,7,0,2048,64,False,0.001,69.41580756013745,63.25667459688078,62.516521279407876,1.0859106529209621,0.0,final epoch (no validation set),synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B0_linear_seed7.pt,True,completed,0,71.60983346550357,66.90457309014009,68.96642876024319,1.1382500660851176,3,0.0
ucf101_r18_full_ptfz_official1_noval_fc__B1_sync,ucf101_r18_full_ptfz_official1_noval_fc__B1_sync#synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r18_full_ptfz_official1_noval_fc__B1_sync.json,ucf101,r18_full,B1_sync,resnet18,_official1_noval,42,0,2048,64,False,0.001,71.00185038329369,71.1075865715041,69.41580756013745,6.878139043087497,0.0,final epoch (no validation set),synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B1_sync_seed42.pt,True,completed,0,71.90060798308221,71.90060798308221,71.42479513613534,6.934972244250595,3,0.0
ucf101_r18_full_ptfz_official1_noval_fc__B1_sync,ucf101_r18_full_ptfz_official1_noval_fc__B1_sync#synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r18_full_ptfz_official1_noval_fc__B1_sync.json,ucf101,r18_full,B1_sync,resnet18,_official1_noval,1337,0,2048,64,False,0.001,72.29711868887127,72.13851440655564,69.99735659529473,6.874966957441184,0.0,final epoch (no validation set),synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B1_sync_seed1337.pt,True,completed,0,72.5350251123447,72.32355273592387,71.97991012424002,6.994448850118953,3,0.0
ucf101_r18_full_ptfz_official1_noval_fc__B1_sync,ucf101_r18_full_ptfz_official1_noval_fc__B1_sync#synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r18_full_ptfz_official1_noval_fc__B1_sync.json,ucf101,r18_full,B1_sync,resnet18,_official1_noval,7,0,2048,64,False,0.001,70.92254824213587,70.89611419508327,69.7330161247687,6.785091197462331,0.0,final epoch (no validation set),synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B1_sync_seed7.pt,True,completed,0,72.27068464181866,72.11208035950304,71.68913560666138,6.9093312186095694,3,0.0
ucf101_r18_full_ptfz_official1_noval_fc__B4_syncnorm,ucf101_r18_full_ptfz_official1_noval_fc__B4_syncnorm#synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r18_full_ptfz_official1_noval_fc__B4_syncnorm.json,ucf101,r18_full,B4_syncnorm,resnet18,_official1_noval,42,0,2048,64,False,0.001,71.26619085381972,68.93999471319059,70.71107586571505,8.622521808088818,0.0,final epoch (no validation set),synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B4_syncnorm_seed42.pt,True,completed,0,72.37642083002908,70.3409992069786,72.5614591593973,9.256145915939731,3,0.0
ucf101_r18_full_ptfz_official1_noval_fc__B4_syncnorm,ucf101_r18_full_ptfz_official1_noval_fc__B4_syncnorm#synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r18_full_ptfz_official1_noval_fc__B4_syncnorm.json,ucf101,r18_full,B4_syncnorm,resnet18,_official1_noval,1337,0,2048,64,False,0.001,71.31905894792493,68.51704996034893,71.1340206185567,8.57705524715834,0.0,final epoch (no validation set),synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B4_syncnorm_seed1337.pt,True,completed,0,72.66719534760772,70.68464181866244,73.01083795929156,9.264076130055512,3,0.0
ucf101_r18_full_ptfz_official1_noval_fc__B4_syncnorm,ucf101_r18_full_ptfz_official1_noval_fc__B4_syncnorm#synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r18_full_ptfz_official1_noval_fc__B4_syncnorm.json,ucf101,r18_full,B4_syncnorm,resnet18,_official1_noval,7,0,2048,64,False,0.001,71.76843774781919,69.28363732487443,71.37192704203014,8.618556701030927,0.0,final epoch (no validation set),synccaps_ucf101_r18_full_ptfz_official1_noval_fc_B4_syncnorm_seed7.pt,True,completed,0,72.98440391223896,71.26619085381972,73.69812318265927,9.25218080888184,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc__B0_linear,ucf101_r50_full_ptfz_official1_noval_fc__B0_linear#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc__B0_linear.json,ucf101,r50_full,B0_linear,resnet18,_official1_noval,42,0,2048,64,False,0.001,72.48215701823949,66.79883690192968,66.32302405498281,1.0621200105736188,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_B0_linear_seed42.pt,True,completed,0,74.20037007665874,70.92254824213587,72.21781654771345,1.0946338884483215,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc__B0_linear,ucf101_r50_full_ptfz_official1_noval_fc__B0_linear#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc__B0_linear.json,ucf101,r50_full,B0_linear,resnet18,_official1_noval,1337,0,2048,64,False,0.001,73.43378271213322,66.37589214908802,66.34945810203541,1.056568860692572,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_B0_linear_seed1337.pt,True,completed,0,74.86122125297383,70.31456515992599,72.19138250066085,1.0964842717420038,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc__B0_linear,ucf101_r50_full_ptfz_official1_noval_fc__B0_linear#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc__B0_linear.json,ucf101,r50_full,B0_linear,resnet18,_official1_noval,7,0,2048,64,False,0.001,74.06819984139572,67.14247951361352,65.39783240814168,1.0401797515199578,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_B0_linear_seed7.pt,True,completed,0,75.2841660058155,71.29262490087233,72.21781654771345,1.1279407877346022,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc__B1_sync,ucf101_r50_full_ptfz_official1_noval_fc__B1_sync#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc__B1_sync.json,ucf101,r50_full,B1_sync,resnet18,_official1_noval,42,0,2048,64,False,0.001,72.85223367697594,72.61432725350251,71.23975680676712,6.275971451229183,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_B1_sync_seed42.pt,True,completed,0,73.67168913560667,73.46021675918584,73.3016124768702,6.324610097805974,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc__B1_sync,ucf101_r50_full_ptfz_official1_noval_fc__B1_sync#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc__B1_sync.json,ucf101,r50_full,B1_sync,resnet18,_official1_noval,1337,0,2048,64,False,0.001,71.90060798308221,71.92704203013481,70.20882897171556,6.008987575997885,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_B1_sync_seed1337.pt,True,completed,0,73.32804652392281,73.19587628865979,72.87866772402855,6.109172614327253,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc__B1_sync,ucf101_r50_full_ptfz_official1_noval_fc__B1_sync#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc__B1_sync.json,ucf101,r50_full,B1_sync,resnet18,_official1_noval,7,0,2048,64,False,0.001,72.90510177108115,72.61432725350251,71.39836108908274,6.094105207507269,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_B1_sync_seed7.pt,True,completed,0,73.48665080623844,73.40734866508062,73.53951890034365,6.15543219666931,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc__B4_syncnorm,ucf101_r50_full_ptfz_official1_noval_fc__B4_syncnorm#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc__B4_syncnorm.json,ucf101,r50_full,B4_syncnorm,resnet18,_official1_noval,42,0,2048,64,False,0.001,75.3370340999207,73.14300819455458,74.33254031192176,7.127676447264077,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_B4_syncnorm_seed42.pt,True,completed,0,76.31509384086704,75.17842981760508,76.36796193497224,7.657943431139308,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc__B4_syncnorm,ucf101_r50_full_ptfz_official1_noval_fc__B4_syncnorm#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc__B4_syncnorm.json,ucf101,r50_full,B4_syncnorm,resnet18,_official1_noval,1337,0,2048,64,False,0.001,76.36796193497224,73.9360296061327,74.75548506476342,7.123446999735659,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_B4_syncnorm_seed1337.pt,True,completed,0,76.87020882897173,75.46920433518372,76.94951097012954,7.665873645255089,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc__B4_syncnorm,ucf101_r50_full_ptfz_official1_noval_fc__B4_syncnorm#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc__B4_syncnorm.json,ucf101,r50_full,B4_syncnorm,resnet18,_official1_noval,7,0,2048,64,False,0.001,76.79090668781392,74.22680412371135,75.07269362939466,7.159661644197727,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_B4_syncnorm_seed7.pt,True,completed,0,77.21385144065557,75.70711075865715,77.21385144065557,7.777954004758128,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B0_linear,ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B0_linear#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc1024_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B0_linear.json,ucf101,r50_full,B0_linear,resnet18,_official1_noval,42,0,2048,64,False,0.001,72.24425059476606,65.66217287866772,65.13349193761564,1.040972772931536,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc1024_B0_linear_seed42.pt,True,completed,0,73.69812318265927,69.70658207771609,70.92254824213587,1.0602696272799366,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B0_linear,ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B0_linear#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc1024_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B0_linear.json,ucf101,r50_full,B0_linear,resnet18,_official1_noval,1337,0,2048,64,False,0.001,72.08564631245044,66.42876024319322,65.00132170235263,1.0327782183452288,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc1024_B0_linear_seed1337.pt,True,completed,0,73.3016124768702,68.9928628072958,70.97541633624108,1.1030927835051547,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B0_linear,ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B0_linear#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc1024_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B0_linear.json,ucf101,r50_full,B0_linear,resnet18,_official1_noval,7,0,2048,64,False,0.001,72.5085910652921,66.2172878667724,64.60481099656357,1.034892942109437,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc1024_B0_linear_seed7.pt,True,completed,0,74.54401268834259,70.3938673010838,71.45122918318795,1.0652920962199313,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B1_sync,ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B1_sync#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc1024_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B1_sync.json,ucf101,r50_full,B1_sync,resnet18,_official1_noval,42,0,2048,64,False,0.001,72.11208035950304,71.847739888977,69.60084588950568,5.610097805974094,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc1024_B1_sync_seed42.pt,True,completed,0,72.48215701823949,72.16494845360825,72.32355273592387,5.685963521015068,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B1_sync,ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B1_sync#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc1024_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B1_sync.json,ucf101,r50_full,B1_sync,resnet18,_official1_noval,1337,0,2048,64,False,0.001,73.16944224160719,73.09014010044937,70.52603753634682,5.8583135077980435,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc1024_B1_sync_seed1337.pt,True,completed,0,73.38091461802802,73.3016124768702,73.01083795929156,5.935236584721121,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B1_sync,ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B1_sync#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc1024_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B1_sync.json,ucf101,r50_full,B1_sync,resnet18,_official1_noval,7,0,2048,64,False,0.001,72.5085910652921,72.72006344171292,71.00185038329369,5.520486386465768,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc1024_B1_sync_seed7.pt,True,completed,0,73.80385937086969,73.53951890034365,73.06370605339677,5.602960613269891,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B4_syncnorm,ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B4_syncnorm#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc1024_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B4_syncnorm.json,ucf101,r50_full,B4_syncnorm,resnet18,_official1_noval,42,0,2048,64,False,0.001,75.25773195876289,72.5350251123447,73.2223103357124,7.177108115252445,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc1024_B4_syncnorm_seed42.pt,True,completed,0,76.050753370341,73.77742532381708,75.57494052339413,7.768702088289717,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B4_syncnorm,ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B4_syncnorm#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc1024_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B4_syncnorm.json,ucf101,r50_full,B4_syncnorm,resnet18,_official1_noval,1337,0,2048,64,False,0.001,75.78641289981496,73.38091461802802,74.51757864128999,7.160719006079831,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc1024_B4_syncnorm_seed1337.pt,True,completed,0,76.60586835844569,75.15199577055247,76.50013217023526,7.730901401004494,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B4_syncnorm,ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B4_syncnorm#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc1024_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc_oc1024__B4_syncnorm.json,ucf101,r50_full,B4_syncnorm,resnet18,_official1_noval,7,0,2048,64,False,0.001,75.12556172349987,72.5085910652921,73.9360296061327,7.189267776896643,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc1024_B4_syncnorm_seed7.pt,True,completed,0,75.15199577055247,73.83029341792229,75.60137457044674,7.646576790906688,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc_oc512__B0_linear,ucf101_r50_full_ptfz_official1_noval_fc_oc512__B0_linear#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc512_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc_oc512__B0_linear.json,ucf101,r50_full,B0_linear,resnet18,_official1_noval,42,0,2048,64,False,0.001,74.17393602960614,67.38038593708697,65.26566217287866,1.0499603489294211,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc512_B0_linear_seed42.pt,True,completed,0,74.96695744118425,70.76394395982025,72.32355273592387,1.0819455458630716,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc_oc512__B0_linear,ucf101_r50_full_ptfz_official1_noval_fc_oc512__B0_linear#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc512_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc_oc512__B0_linear.json,ucf101,r50_full,B0_linear,resnet18,_official1_noval,1337,0,2048,64,False,0.001,74.12106793550093,67.96193497224425,66.2172878667724,1.0428231562252182,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc512_B0_linear_seed1337.pt,True,completed,0,74.6233148295004,70.81681205392546,72.16494845360825,1.0816812053925455,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc_oc512__B0_linear,ucf101_r50_full_ptfz_official1_noval_fc_oc512__B0_linear#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc512_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc_oc512__B0_linear.json,ucf101,r50_full,B0_linear,resnet18,_official1_noval,7,0,2048,64,False,0.001,72.27068464181866,65.63573883161511,66.2965900079302,1.049696008458895,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc512_B0_linear_seed7.pt,True,completed,0,73.80385937086969,69.8123182659265,71.55696537139836,1.084588950568332,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc_oc512__B1_sync,ucf101_r50_full_ptfz_official1_noval_fc_oc512__B1_sync#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc512_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc_oc512__B1_sync.json,ucf101,r50_full,B1_sync,resnet18,_official1_noval,42,0,2048,64,False,0.001,72.5878932064499,72.13851440655564,70.52603753634682,5.647634152788792,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc512_B1_sync_seed42.pt,True,completed,0,73.09014010044937,72.66719534760772,72.85223367697594,5.719006079830822,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc_oc512__B1_sync,ucf101_r50_full_ptfz_official1_noval_fc_oc512__B1_sync#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc512_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc_oc512__B1_sync.json,ucf101,r50_full,B1_sync,resnet18,_official1_noval,1337,0,2048,64,False,0.001,72.82579962992334,72.61432725350251,71.26619085381972,5.7861485593444355,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc512_B1_sync_seed1337.pt,True,completed,0,73.248744382765,73.19587628865979,73.80385937086969,5.8514406555643665,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc_oc512__B1_sync,ucf101_r50_full_ptfz_official1_noval_fc_oc512__B1_sync#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc512_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc_oc512__B1_sync.json,ucf101,r50_full,B1_sync,resnet18,_official1_noval,7,0,2048,64,False,0.001,73.2223103357124,72.98440391223896,71.00185038329369,5.581813375627808,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc512_B1_sync_seed7.pt,True,completed,0,73.16944224160719,72.82579962992334,73.8567274649749,5.654507005022469,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc_oc512__B4_syncnorm,ucf101_r50_full_ptfz_official1_noval_fc_oc512__B4_syncnorm#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc512_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc_oc512__B4_syncnorm.json,ucf101,r50_full,B4_syncnorm,resnet18,_official1_noval,42,0,2048,64,False,0.001,75.75997885276236,73.8567274649749,74.67618292360561,7.150938408670368,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc512_B4_syncnorm_seed42.pt,True,completed,0,76.60586835844569,75.09912767644727,77.02881311128735,7.77716098334655,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc_oc512__B4_syncnorm,ucf101_r50_full_ptfz_official1_noval_fc_oc512__B4_syncnorm#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc512_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc_oc512__B4_syncnorm.json,ucf101,r50_full,B4_syncnorm,resnet18,_official1_noval,1337,0,2048,64,False,0.001,75.91858313507798,73.40734866508062,74.54401268834259,7.202749140893471,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc512_B4_syncnorm_seed1337.pt,True,completed,0,76.20935765265662,75.12556172349987,76.7116045466561,7.820248480042294,3,0.0
ucf101_r50_full_ptfz_official1_noval_fc_oc512__B4_syncnorm,ucf101_r50_full_ptfz_official1_noval_fc_oc512__B4_syncnorm#synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc512_B0_linear-B1_sync-B4_syncnorm.json,configs/resnet18/ucf101_r50_full_ptfz_official1_noval_fc_oc512__B4_syncnorm.json,ucf101,r50_full,B4_syncnorm,resnet18,_official1_noval,7,0,2048,64,False,0.001,75.99788527623579,73.80385937086969,74.46471054718478,7.218080888183981,0.0,final epoch (no validation set),synccaps_ucf101_r50_full_ptfz_official1_noval_fc_oc512_B4_syncnorm_seed7.pt,True,completed,0,76.55300026434047,75.12556172349987,76.47369812318266,7.758392809939202,3,0.0
ucf101_resnet_pt_official1__B0_linear,ucf101_resnet_pt_official1__B0_linear#synccaps_ucf101_resnet_pt_official1_B0_linear-B4_syncnorm.json,configs/fine_tuning/ucf101_resnet_pt_official1__B0_linear.json,ucf101,resnet,B0_linear,fine_tuning,_official1,42,0,2048,64,False,0.001,66.56093047845624,62.46365318530267,62.09357652656622,2.922283901665345,63.44615384615384,best validation accuracy,synccaps_ucf101_resnet_pt_official1_B0_linear_seed42.pt,True,completed,0,68.56991805445413,65.10705789056304,66.53449643140364,3.337298440391224,3,0.0
